brand,name,tag,sex,price,size,view,buy,like,review,url
야세,시티커브 CityCurve 머스타드,"['캐주얼', '운동화', '스니커즈', '시티커브', '시티보이', '남자스니커즈', '스니커즈컬렉션', '아울렛']","남성, 여성","47,200원","['230', '240']",1.5천 회 이상,200 개 이상,900,105,https://www.musinsa.com/app/goods/2309113
어그,[무료반품] 퍼 카라 스웨이드 슬립온 슈즈 (타제트) W - 블랙 / 1134810BLK,"['어그슬립온', '퍼슬립온', '어그퍼슬립온', '타제트', 'TAZZETTE', 'PLUS배송', '플러스배송', '빠른배송', '빠른교환', '무스탕/퍼']",여성,"238,000원",['220(5개남음)'],4.7천 회 이상,50개 이상,"1,609",59,https://www.musinsa.com/app/goods/2645195
힐탑,HT4741 6cm 커플 키높이 독일군 스니커즈 하인츠 화이트 [230~280MM],"['스니커즈', '키높이스니커즈', '키높이신발', '화이트', '독일군', '키높이', '독일군스니커즈', '키높이슈즈']","남성, 여성","71,100원","['230(공용)', '240(공용)', '250(공용)', '260(공용)', '270(공용)', '280(공용)']",400 회 이상,200 개 이상,"1,542",241,https://www.musinsa.com/app/goods/1428143
브랜즈,[프리미엄] 알프스 3cm 스니커즈,"['데일리', '브랜즈스니커즈', '스니커즈', '커플신발', '화이트스니커즈', '단화', '오솔라이트']","남성, 여성","93,100원","['235(여성)', '240(여성)', '245(여성)', '250', '255', '260', '265', '270', '275', '280', '285', '290']",1.2천 회 이상,850 개 이상,"3,817","2,559",https://www.musinsa.com/app/goods/1481531
캠프라인,아이콘 그레이 / 남녀공용 / 경등산화,"['등산화', '릿지엣지']","남성, 여성","124,800원","[{'그레이': ['230(마지막 1개)', '235(5개 남음)', '240(4개 남음)', '245', '255(마지막 1개)', '260(2개 남음)', '265', '270(4개 남음)', '275(마지막 1개)', '290(2개 남음)']}]",1.3천 회 이상,150 개 이상,902,246,https://www.musinsa.com/app/goods/2117474
드로우핏,[드로우핏X식스핏] 1IN - PREMIUM 스니커즈,['드로우핏×식스핏'],남성,"38,700원",['250'],1.4천 회 이상,50개 이상,982,118,https://www.musinsa.com/app/goods/2158179
밸롭,봄버 에어 샌드,"['베이지', '커플운동화', '어글리슈즈', '스니커즈', '운동화', '조거', '신발']",,"55,000원","['봄버에어샌드230', '봄버에어샌드245', '봄버에어샌드235', '봄버에어샌드250', '봄버에어샌드255', '봄버에어샌드265', '봄버에어샌드270', '봄버에어샌드275']",1.2천 회 이상,250 개 이상,758,128,https://www.musinsa.com/app/goods/1193604
로스트가든,SUB_F113 Light Grey,"['스니커즈', '스웨이드', '편한신발', '컨템포러리']",,"255,000원","['38(4개남음)', '39(3개남음)', '40', '41', '42', '43', '44(3개남음)']",8.4천 회 이상,450 개 이상,"2,600",233,https://www.musinsa.com/app/goods/3455688
커스텀에이드,3cm 소가죽 독일군 스니커즈 체이스(CR0029),"['독일군', '스웨이드', '클래식', '레트로', '발편한', '레더', '커플', '올드머니']",,"69,300원","[{'화이트': ['230', '240', '250', '260', '270', '280', '290']}]",4천 회 이상,2.2천 개 이상,"12,419","3,033",https://www.musinsa.com/app/goods/1560663
이피티,[무료반품] DIVE LAYER (NAVY),"['단화', '스니커즈', '운동화', '캔버스화', '키높이', '캔버스', '다이브레이어']",,"89,000원","['220', '230', '235', '240', '245', '250', '255', '260', '265', '270', '275', '280', '290', '300']",1.7천 회 이상,550 개 이상,"12,167","3,692",https://www.musinsa.com/app/goods/1507608
알렉산더 맥퀸,남성 오버사이즈 스니커즈 - 화이트:블랙 / 553680WHGP59061,"['무신사부티크', '하이패션', '컨템포러리', '오버사이즈', '스니커즈', '슈즈']",,"461,000원",['40'],3천 회 이상,300 개 이상,"1,825",231,https://www.musinsa.com/app/goods/2290442
갭,플랫폼 스니커즈(화이트),['아울렛'],여성,"24,900원",[{'화이트': ['250']}],2천 회 이상,1천 개 이상,"3,433",228,https://www.musinsa.com/app/goods/2291925
캐치볼,[무료반품] 오리지날 플러스 피크닉 _ 레드,"['오리지날플러스', '캔버스', '스니커즈', '컨버스화', '스니커즈추천', '브랜드위크']","남성, 여성","89,000원","['230(4개남음)', '240', '250', '300(3개남음)']",1.6천 회 이상,650 개 이상,"3,119","1,494",https://www.musinsa.com/app/goods/1812341
바토즈,[바토즈X킨치] 비브람 트레킹화 Shark,"['러닝화', '아웃도어', '고프코어', '트레킹화', '비브람', '등산화']",,"242,100원","['39(240)(마지막1개)', '40(250)(2개남음)', '42(270)(5개남음)']",7.6천 회 이상,200 개 이상,"1,684",173,https://www.musinsa.com/app/goods/3552366
밸롭,BSR 트레킹화 코토르 블랙,"['경량', '트레킹화', '등산화', '남녀공용', '등산', '블록코어']",,"79,000원","['230', '235240', '250', '255260', '265', '275280']",1.4천 회 이상,250 개 이상,802,168,https://www.musinsa.com/app/goods/1785835
닥터마틴,단테 - 블랙 / 16736001,"['단테', '레더', '닥터마틴클래식', '블랙', 'PLUS배송', '플러스배송', '빠른배송', '빠른교환', '빠른환불']","남성, 여성","135,000원","['220', '230', '240', '250', '260', '270', '280', '290', '300']",6.0천 회 이상,1.1천 개 이상,"8,845","2,378",https://www.musinsa.com/app/goods/1134374
식스핏,[무료반품] 5IN GREY - 독일군 스니커즈,"['키높이운동화', '깡스타일리스트', '커플룩', '키높이LINE', '유니섹스LINE', '아울렛']","남성, 여성","49,500원",['225(3개남음)'],5천 회 이상,"2,829","2,829",301,https://www.musinsa.com/app/goods/1955218
무신사 스탠다드,레더 코트 스니커즈 Mark 2_화이트,"['캐주얼신발', '운동화', '신발', '데일리신발', '기본스니커즈', 'PLUS배송', '플러스배송', '레더', '홀리데이쿠폰']","남성, 여성","59,390원","['230', '235', '240', '245', '250', '255', '260', '265', '270', '275', '280', '285', '290']",2.8천 회 이상,2.3천 개 이상,"2,659",600,https://www.musinsa.com/app/goods/2993137
마뗑킴,MS129 IN BLACK,[],"남성, 여성","168,000원","['280(마지막1개)', '290(마지막1개)']",3천 회 이상,300 개 이상,"3,837",127,https://www.musinsa.com/app/goods/3098789
포즈간츠,마스터 오프화이트,"['브랜드위크', '여름슈즈', '스니커즈', '스니커즈컬렉션', '써머슈즈', '아울렛']","남성, 여성","31,000원","['230', '240', '250']",800 회 이상,100 개 이상,"1,619",86,https://www.musinsa.com/app/goods/2073172
비씨씨,AA01_WH,"['스니커즈', '러닝화', '운동화', '신발', '운동화추천', '오솔라이트', '신학기추천템', 'AA01', '아울렛']","남성, 여성","53,500원","[{'WHITE': ['230', '235', '240', '255', '260(2개 남음)', '265', '270', '275', '280', '285', '290']}]",2.8천 회 이상,500 개 이상,"1,187",90,https://www.musinsa.com/app/goods/2326310
살로몬 스포츠스타일,[무료반품] XT-6 익스펜스 - 다크 사파이어:인디아 잉크:로즈 크라우드 / L47134100,"['XT-6', 'XT-6익스펜스', '익스펜스', '살로몬스니커즈', '살로몬XT-6익스펜스', '데일리슈즈', '편한신발', 'PLUS배송', '플러스배송', '빠른배송']","남성, 여성","230,000원","['265(5개남음)', '270', '275(마지막1개)', '285(2개남음)', '290(2개남음)', '300(마지막1개)']",2.1천 회 이상,150 개 이상,"1,533",83,https://www.musinsa.com/app/goods/3079039
꼼데가르송 플레이,공용 컨버스 척 70 로우 스니커즈 - 아이보리 / P1K1112 (AZK1110012),"['무신사부티크', '컨템포러리', '70', '스니커즈']","남성, 여성","168,000원",['11(3개남음)'],2.3천 회 이상,150 개 이상,"2,702",55,https://www.musinsa.com/app/goods/3181277
폴로 랄프 로렌,[무료반품] 헤리티지 코트 II 스니커즈 - 화이트:블랙,"['폴로스니커즈', '폴로테니스화', '폴로신발', '스니커즈', '운동화', '테니스화', 'FOOTWEAR', 'ESSENTIALITEM', 'PLUS배송', '플러스배송']","남성, 여성","229,000원","['220', '230', '240', '250', '255', '260', '265', '270', '275', '280', '285', '290']",1.6천 회 이상,100 개 이상,"2,489",179,https://www.musinsa.com/app/goods/1813932
마크모크,Trudy 2Color 메리제인 페미닌 스니커즈 3.5Cm,[],여성,"89,100원","[{'Black': ['225', '230', '235', '240', '245', '250']}, {'Silver': ['225', '230', '235', '240', '245', '250']}]",1.5천 회 이상,200 개 이상,"1,989",118,https://www.musinsa.com/app/goods/3497462
뉴발란스,NBRJDF732A / SD3405BE2 (BEIGE),"['뮬', '뮬슬리퍼', '뮬스니커즈', '퍼플리', 'PUFLEE', '패딩뮬', '퍼플리패딩뮬', '뉴발란스퍼블리', '뉴발란스뮬', '퍼슈즈']",,"119,000원","[{'(35)BEIGE': ['230', '240', '250', '260', '270', '280', '290']}]",5.7천 회 이상,850 개 이상,"11,486",137,https://www.musinsa.com/app/goods/3614011
디스커버리 익스페디션,[무료반품] 버킷 마운틴 LT (BLACK),"['디스커버리등산화', '디스커버리트레킹화', '버킷마운틴', '여자등산화', '남자등산화', '마운틴슈즈']","남성, 여성","109,000원","['230', '235', '240', '245', '250', '255', '260', '265', '270', '275', '280', '285', '290']",1.6천 회 이상,350 개 이상,"2,349",510,https://www.musinsa.com/app/goods/1722453
휠라,코트 라이트(1TM01781F001),"['캔버스', '30%할인', '스트릿컬렉션', '추천스니커즈', '베스트인기상품']","남성, 여성","55,000원","[{'Black/Black/Black': ['220', '230', '240', '250', '260', '270']}]",2.8천 회 이상,500 개 이상,"2,251",147,https://www.musinsa.com/app/goods/2397596
반스,EVDNT 얼티밋와플 - 듀오 블랙:화이트 / VN0A5DY7BA21,"['얼티밋와플', '반스얼티밋와플', '메쉬스니커즈', '메쉬운동화', '여름운동화', '여름스니커즈', '아울렛', '추천상품']","남성, 여성","29,900원",['215(마지막1개)'],5.6천 회 이상,250 개 이상,"1,761",135,https://www.musinsa.com/app/goods/2594091
커버낫,모노 블랙,"['운동화', '캔버스화', '캔버스', '스니커즈', '신발', '연말선물추천', '아울렛', '클리어런스특가', '추천상품']","남성, 여성","35,600원","['230', '240', '260']",2.3천 회 이상,100 개 이상,"1,536",103,https://www.musinsa.com/app/goods/1778734
글림퍼,프레즐 스틱 화이트,"['스니커즈추천', '키높이스니커즈', 'BESTITEM', '데일리신발', '데일리코디', '키높이', '화이트스니커즈', '스니커즈코디', '여성스니커즈', '베이지스니커즈']",여성,"79,000원","[{'화이트': ['220', '230', '240', '250']}]",3천 회 이상,1.0천 개 이상,"5,227",277,https://www.musinsa.com/app/goods/2821983
살로몬 스포츠스타일,[무료반품] XT-6 GTX - 메탈:플린트 스톤:고스트 그레이 / L47292200,"['XT-6', '스니커즈', '런닝화', '트래킹화', '퀵레이스', '데일리', '고어텍스화', 'XT-6고어텍스', 'GTX', 'XT-6GTX']","남성, 여성","280,000원","['225(4개남음)', '230', '235', '240', '245', '250', '255', '260(5개남음)', '265', '270', '275', '280', '285', '290', '295']",4.4천 회 이상,150 개 이상,765,86,https://www.musinsa.com/app/goods/3640085
슈펜,이지 워킹화 HPCR5C402U,"['런닝화', '러닝화', '가벼운신발', '스니커즈']",남성,"19,950원","[{'(10)WHITE(품절)': []}, {'(19)BLACK': ['230']}]",1.9천 회 이상,300 개 이상,575,64,https://www.musinsa.com/app/goods/2927271
케즈,하이커 슬립온 버클 코듀로이(1JM01646E920),"['23FWSHOES', '코듀로이']","남성, 여성","55,200원","[{'Beige/Beige/Beige': ['260', '270', '280']}]",3.6천 회 이상,100 개 이상,"3,757",58,https://www.musinsa.com/app/goods/2794903
캘빈클라인 진,여 화이트 모나코 스니커즈 YW00482 YBR,"['풋웨어', '스니커즈', '대학생운동화', '캠퍼스룩', '캔버스운동화', '여성스니커즈']",여성,"94,050원",[{'화이트': ['41']}],5천 회 이상,450 개 이상,"6,696",68,https://www.musinsa.com/app/goods/3024509
마르디 메크르디 레폼프,PUR LEATHER SNEAKERS_IVORY,['스니커즈&메리제인'],여성,"140,600원","['36', '37', '38', '39']",1.4천 회 이상,700 개 이상,"4,134",167,https://www.musinsa.com/app/goods/2756003
반스,올드스쿨 - (스케이트) 블랙:블랙 / VN0A5FCBBKA1,"['올드스쿨', '스케이트화', '보드화', '스케이트보드화', '스케이트라인']","남성, 여성","95,000원",['310(마지막1개)'],800 회 이상,250 개 이상,"2,420",126,https://www.musinsa.com/app/goods/2666863
컨버스,척 테일러 올스타 피치 빔 A04392C,"['시즈널컬러', 'NEW', '페스티벌', '척테일러올스타', '아울렛', '추천상품']",여성,"27,600원","['220', '225', '230', '235', '240', '245']",3.2천 회 이상,300 개 이상,"1,392",76,https://www.musinsa.com/app/goods/3158876
23.65,V2 VEBE BLACK,"['운동화추천', '스니커즈추천', '운동화', '커플신발', '스니커즈', '캔버스', '스테디셀러V2', '스테디셀러', '봄신발']","남성, 여성","79,000원",['280'],2.9천 회 이상,1.2천 개 이상,"8,031",611,https://www.musinsa.com/app/goods/2405943
오니츠카타이거,멕시코 66 D508K_0193,"['멕시코66', '212137002', 'D508K']","남성, 여성","160,000원","['265', '270', '275(5개남음)', '280', '285', '290']",2.7천 회 이상,50개 이상,"3,471",155,https://www.musinsa.com/app/goods/2011372
푸마,바리 뮬 - 화이트:블랙 / 371318-02,"['단화', '뮬', '바리뮬', '스니커즈', '신발', '운동화', '뮬스니커즈', '아울렛', '추천상품']","남성, 여성","23,900원",['220'],2.6천 회 이상,50개 미만,"2,758",640,https://www.musinsa.com/app/goods/1315206
아식스,[무료반품] 젤-1130 - 폰:오트밀 / 1202A163-700,"['젤1130', '젤-1130', '런닝화', '스니커즈', '젤', '데일리신발', '커플신발', 'PLUS배송', '플러스배송', '빠른배송']","남성, 여성","109,000원","['270', '275', '280']",5천 회 이상,150 개 이상,"2,920",69,https://www.musinsa.com/app/goods/3026312
뉴발란스,NBP7DF738G / CM878MC1 (GRAY),"['스니커즈추천', '스니커즈', '운동화', '데일리', '신발', '신발추천', '725&878', '젠더리스']","남성, 여성","149,000원","[{'(15)GRAY': ['225(마지막 1개)', '245', '250', '260', '265', '270', '275', '285', '290(2개 남음)']}]",2.8만 회 이상,1.5천 개 이상,"15,162","1,625",https://www.musinsa.com/app/goods/2113853
반스,컴피쿠시 원 - (반다나) 블랙:마쉬멜로우 / VN0A45J51KP1,"['컴피쿠시', '컴피쿠시원', '반스컴피원', '스케이트보드화', '반다나', '페이즐리']","남성, 여성","19,900원",['270'],6.6만 회 이상,1.1만 개 이상,"7,245","5,055",https://www.musinsa.com/app/goods/2530875
푸마,푸마 서브 프로 라이트 - 화이트:그린:골드 / 374902-29,"['캐주얼스니커즈', '캐주얼운동화', '서브프로라이트', '푸마서브프로', '스포츠패션']","남성, 여성","69,000원","['255(4개남음)', '265', '270', '275']",2.8천 회 이상,250 개 이상,700,82,https://www.musinsa.com/app/goods/3360215
아디다스,삼바 OG - 블랙:화이트 / B75807,"['단화', '블랙', '삼바', '스니커즈', '신발', '운동화', '클래식', '삼바OG']",,"139,000원","['220', '225', '255', '260', '265', '270', '275', '280', '285', '290', '295']",15.2만 회 이상,1.5만 개 이상,"27,665","4,910",https://www.musinsa.com/app/goods/1178135
아식스,젤-1130 - 오이스터 그레이:퓨어 실버 / 1201A256-023,"['젤1130', '아식스젤시리즈', '젤스니커즈', '젤운동화', '아식스러닝화', '아식스런닝화']","남성, 여성","99,000원","['265', '270', '275', '280', '285', '290', '300(마지막1개)']",2.3만 회 이상,2.2천 개 이상,"6,472","1,187",https://www.musinsa.com/app/goods/2514236
